2012,P0000,P01001,4450,911200,Transferencias corrientes del Gobierno de Navarra,12050532
2012,62100,630000,2266,451400,Conferencias y cursillos,300
2012,62100,630000,2266,451403,Eventos y jornadas,1500
2012,62100,630000,2269,451400,Otros gastos diversos,175
2012,62100,630000,2279,451400,Otros trabajos realizados por terceros,65900
2012,62100,630000,2284,451400,Material de limpieza y aseo,570
2012,62100,630000,2289,451400,Otros suministros auxiliares,400
2012,62100,630000,2300,451400,Dietas,600
2012,62100,630000,2301,451400,Locomoción y gastos de viaje,1900
2012,62100,630000,4609,451400,Subvenciones planes movilidad. Convenio con el IDAE,16000
2012,62100,630000,4709,441100,Planes de transporte para empresas. Convenio con el IDAE,25000
2012,62100,630000,4811,441100,"(**) Caminos escolares, convenio con el I.D.A.E",11000
2012,62100,630000,6059,451400,"Equipos de oficina, informáticos y otro material inventariable",200
2012,62100,630000,6090,451400,Aplicaciones informáticas,10
2012,62100,630000,7709,441100,Gestión de flotas. Convenio con el IDAE,40000
2012,62110,630000,1200,441100,Retribuciones del personal fijo,70565
2012,62110,630000,1210,441100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,62110,630000,1211,441100,Retribuciones del personal contratado para cubrir vacantes,1
2012,62110,630000,2190,441100,Infraestructuras del transporte. Reparación de marquesinas,4000
2012,62110,630000,4400,441102,Ayudas para el funcionamiento de la Agencia Navarra del Transporte y la Logística S.A.U.,675000
2012,62110,630000,4609,441100,Aportación al transporte público de la comarca de Pamplona,6429590
2012,62110,630000,4609,441102,Aportación al transporte público de la comarca de Pamplona. Familias numerosas,350820
2012,62110,630000,4609,441103,Ayudas al transporte público. Otros conceptos,620000
2012,62110,630000,4809,441100,Aportación al transporte público urbano municipal de otras zonas de Navarra. Tarifas sociales,53500
2012,62110,630000,4809,441103,Aportación al transporte público de otras zonas de Navarra. Jóvenes,250000
2012,62110,630000,6090,441100,(**) Proyecto de modernización del transporte,118000
2012,62110,630000,6092,441100,Estudios y proyectos,100
2012,62110,630000,7409,441100,Ayudas al desarrollo de infraestructuras de transporte,80000
2012,62110,630000,7709,441100,Ayudas para proyectos del cluster,4000
2012,62100,630001,2130,451400,Reparación y conservación de mobiliario e instalaciones,260
2012,62100,630001,2160,451400,Mantenimiento de programas y equipos informáticos,1000
2012,62100,630001,2200,451400,Material de oficina,12000
2012,62100,630001,2219,451400,Tarjetas para tacógrafos digitales,100
2012,62100,630001,2264,451400,Gastos de comunidad,11250
2012,62100,630001,2266,451400,Conferencias y cursillos,350
2012,62100,630001,2280,451400,"Agua, gas y electricidad",4250
2012,62100,630001,2284,451400,Material de limpieza y aseo,400
2012,62100,630001,2300,451400,Dietas,600
2012,62100,630001,2301,451400,Locomoción y gastos de viaje,1950
2012,62100,630001,6059,451400,"Equipos de oficina, informáticos y otro material inventariable",500
2012,62100,630001,6090,451400,Aplicaciones informáticas,400
2012,62120,630001,1200,453400,Retribuciones del personal fijo,45591
2012,62120,630001,1210,453400,Retribuciones del personal contratado para cubrir plazas reservadas,13012
2012,62120,630001,1211,453400,Retribuciones del personal contratado para cubrir vacantes,1
2012,62120,630001,2267,441100,Realización de pruebas de capacitación profesional a los transportistas,1500
2012,62120,630001,2267,441102,Realización de pruebas de aptitud profesional a conductores,2000
2012,62120,630001,4701,441100,Ayuda al mantenimiento de servicios de transporte de viajeros,1200000
2012,62120,630001,4709,441100,Ayuda al transporte de viajeros,138000
2012,62120,630001,4819,441100,Apoyo a actuaciones de formación en el sector del transporte,40000
2012,62130,630001,2269,453400,Gastos de funcionamiento de la Junta Arbitral de Transportes de Navarra,3500
2012,62130,630001,6030,453400,Dotación de medios para inspección,500
2012,63000,640000,1000,261700,Retribuciones de altos cargos,55303
2012,63000,640000,1200,261700,Retribuciones del personal fijo,23325
2012,63000,640000,1210,261700,Retribuciones del personal contratado para cubrir plazas reservadas,19517
2012,63000,640000,1211,261700,Retribuciones del personal contratado para cubrir vacantes,1
2012,63000,640000,2339,261700,Gastos del Consejo Social de Política Territorial,5000
2012,63100,640000,1200,261700,Retribuciones del personal fijo,540149
2012,63100,640000,1210,261700,Retribuciones del personal contratado para cubrir plazas reservadas,35870
2012,63100,640000,1211,261700,Retribuciones del personal contratado para cubrir vacantes,1
2012,63100,640000,2276,261700,Estudios y trabajos técnicos,284000
2012,63100,640000,4400,261702,Subvención a NASUVINSA. Observatorio Territorial de Navarra,300000
2012,63100,640000,4400,261703,Subvención a NASUVINSA por la red oficinas de apoyo a EELL,619000
2012,63100,640000,6091,261700,Sistema de información territorial urbanístico,250000
2012,63100,640000,6092,261700,Planeamiento territorial,165000
2012,63100,640000,7609,261702,Cooperación interadministrativa,940000
2012,63300,640000,1200,261700,Retribuciones del personal fijo,309968
2012,63300,640000,1210,261700,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,63300,640000,1211,261700,Retribuciones del personal contratado para cubrir vacantes,22266
2012,63300,640000,4309,452102,(**) Fundación Valle de Erro-Roncesvalles,20000
2012,63300,640000,7309,452100,(**) Fundación Valle de Erro-Roncesvalles,100000
2012,63200,641000,1200,261200,Retribuciones del personal fijo,724536
2012,63200,641000,1210,261200,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,63200,641000,1211,261200,Retribuciones del personal contratado para cubrir vacantes,19517
2012,63200,641000,2269,261100,Gastos de notaría y registros,3250
2012,63200,641000,2269,261500,"Mantenimiento, gestión y administración del parque público de suelo y vivienda",162500
2012,63200,641000,2276,261100,Estudios y trabajos técnicos,240000
2012,63200,641000,2276,261102,Implementación del Censo de Vivienda,130000
2012,63200,641000,2276,261200,"Asistencia, tanteo y retracto",130000
2012,63200,641000,2276,261400,Gestión de la bolsa de alquiler,195000
2012,63200,641000,4400,261400,Compensación a NASUVINSA del déficit de bolsa de alquiler. Artículo 100.3 Decreto Foral 4/2006,400000
2012,63200,641000,4459,261400,Subvenciones a oficinas de rehabilitación,983000
2012,63200,641000,4809,261400,Subvenciones para arrendatarios de vivienda,5000000
2012,63200,641000,6000,261200,Adquisición y promoción de suelo y edificación,65000
2012,63200,641000,6020,261500,Reparación del parque público de vivienda,200000
2012,63200,641000,6090,261100,Aplicaciones informáticas,115000
2012,63200,641000,7609,261400,Subvenciones para actuaciones protegibles de viviendas de entes públicos,18000
2012,63200,641000,7800,261400,Subvenciones y subsidios para actuaciones en vivienda,50000000
2012,63200,641000,7800,261402,Subvenciones para bioclimatismo y certificaciones energéticas en vivienda,1425000
2012,70000,700000,1000,411100,Retribuciones de altos cargos,64544
2012,70000,700000,1100,411100,Retribuciones del personal eventual,109858
2012,70000,700000,1200,411100,Retribuciones del personal fijo,1
2012,70000,700000,1210,411100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,70000,700000,1211,411100,Retribuciones del personal contratado para cubrir vacantes,1
2012,70000,700000,2261,421100,Gastos diversos de la Sra. Consejera,6450
2012,70000,700000,2301,421100,Gastos de viaje de la Sra. Consejera y Gabinete,5220
2012,70100,700000,1200,411100,Retribuciones del personal fijo,1203525
2012,70100,700000,1210,411100,Retribuciones del personal contratado para cubrir plazas reservadas,94419
2012,70100,700000,1211,411100,Retribuciones del personal contratado para cubrir vacantes,66327
2012,70100,700000,1220,411100,Retribuciones del personal contratado temporal,36604
2012,70100,700000,1250,411100,Retribuciones del personal contratado para sustituciones,87141
2012,70100,700000,1400,411100,Retribuciones personales,3163437
2012,70100,700000,1600,411100,Seguridad social,3887428
2012,70100,700000,1702,411100,Horas extraordinarias,32800
2012,70100,700000,1703,411100,Remuneración por trabajo en días festivos,114300
2012,70100,700000,2202,411100,"Revistas, publicaciones y libros",20000
2012,70100,700000,2262,411100,Publicidad y propaganda,2000
2012,70100,700000,2276,421100,Asistencia técnica,250000
2012,70100,700000,2300,411100,Dietas,100
2012,70100,700000,2301,421100,Locomoción y gastos de viaje,5700
2012,70100,700000,3509,421100,Otros gastos financieros,21
2012,70100,700000,4700,411100,Ejecución de sentencias,10
2012,70100,700000,4809,421100,Responsabilidad civil,10
2012,70110,700000,2266,411100,Asistencia a cursillos de formación,15000
2012,70110,700000,4800,421100,Transferencias para prácticas de alumnos universitarios y de Formación Profesional,43200
2012,70180,700000,1200,421100,Retribuciones del personal fijo,355324
2012,70180,700000,1210,421100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,70180,700000,1211,421100,Retribuciones del personal contratado para cubrir vacantes,116209
2012,70180,700000,2020,411100,Arrendamiento de locales y fincas,86300
2012,70180,700000,2120,411100,Reparación y conservación de edificios,70000
2012,70180,700000,2140,411102,Reparación y mantenimiento de vehículos,265640
2012,70180,700000,2200,411100,Material de oficina,70000
2012,70180,700000,2212,421100,Gastos de funcionamiento del edificio Parque Tomás Caballero,225000
2012,70180,700000,2249,411100,Primas de seguros,63000
2012,70180,700000,2269,411100,Otros gastos de oficina,174000
2012,70180,700000,2269,421100,Otros gastos diversos,75700
2012,70180,700000,2271,411100,Servicio de limpieza,542000
2012,70180,700000,2274,411100,Servicios de seguridad,72450
2012,70180,700000,2276,468104,"Estudios, encuestas y otros trabajos estadísticos",62000
2012,70180,700000,2276,468105,Gastos de la Red de Información Contable Agraria de Navarra,276600
2012,70180,700000,2279,468100,Trabajos anuales de estadística agraria,198000
2012,70180,700000,2280,411100,"Agua, gas y electricidad",342000
2012,70180,700000,2281,411100,"Combustibles, lubricantes y calefacción",233580
2012,70180,700000,4700,468100,Subvención a observadores,138500
2012,70180,700000,6020,411100,Acondicionamiento de instalaciones,80000
2012,70180,700000,6050,411100,Mobiliario y equipos de oficina,50000
2012,71000,700000,1000,411100,Retribuciones de altos cargos,55303
2012,71000,700000,1200,411100,Retribuciones del personal fijo,54411
2012,71000,700000,1210,411100,Retribuciones del personal contratado para cubrir plazas reservadas,35870
2012,71000,700000,1211,411100,Retribuciones del personal contratado para cubrir vacantes,66014
2012,71000,700000,2269,411100,Otros gastos diversos y de representación,7000
2012,71000,700000,2269,468100,Proyectos europeos,9740
2012,71000,700000,2276,468103,Proyectos de investigación agraria,32000
2012,71000,700000,2279,411102,"(**) Trabajos de representación CCAA, UE",180000
2012,71000,700000,2300,411100,Dietas,1000
2012,71000,700000,2300,411102,"Dietas de representación CCAA, UE",10000
2012,71000,700000,2301,411100,Locomoción y gastos de viaje,5000
2012,71000,700000,2301,411102,"Locomoción y gastos de viaje de representación CCAA, UE",20000
2012,71000,700000,4400,411100,Transferencia a INTIA,506600
2012,71000,700000,4700,411102,Correcciones financieras de fondos comunitarios,10
2012,71000,700000,4809,411100,Becas,208800
2012,71000,700000,4819,412100,Subvención a UAGN,77000
2012,71000,700000,4819,412102,Subvención a EHNE,32000
2012,71000,700000,6030,411100,"Maquinaria, instalaciones y utillaje",11000
2012,71000,700000,7400,468100,Transferencias a sociedades públicas para proyectos de investigación,81146
2012,71400,700000,1200,411100,Retribuciones del personal fijo,216315
2012,71400,700000,1210,411100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,71400,700000,1211,411100,Retribuciones del personal contratado para cubrir vacantes,1
2012,71460,700000,2276,468102,Estudios de los recursos naturales agrarios,120000
2012,72000,700000,1000,411100,Retribuciones de altos cargos,55303
2012,72000,700000,1200,411100,Retribuciones del personal fijo,23325
2012,72000,700000,1210,411100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,72000,700000,1211,411100,Retribuciones del personal contratado para cubrir vacantes,1
2012,72000,700000,2269,411100,Otros gastos diversos y de representación,7600
2012,72000,700000,2300,411100,Dietas,1520
2012,72000,700000,2301,411100,Locomoción y gastos de viaje,6080
2012,75000,700000,1000,421100,Retribuciones de altos cargos,55303
2012,75000,700000,1200,421100,Retribuciones del personal fijo,116528
2012,75000,700000,1210,421100,Retribuciones del personal contratado para cubrir plazas reservadas,19517
2012,75000,700000,1211,421100,Retribuciones del personal contratado para cubrir vacantes,1
2012,75000,700000,2261,421100,Gastos de representación,9500
2012,75000,700000,2276,421100,Asistencia técnica gestión ayudas,1050000
2012,75000,700000,2300,421100,Dietas,1200
2012,75000,700000,2301,421100,Locomoción y gastos de viaje,14250
2012,75000,700000,4459,421100,Convenio para la Ventanilla Única,110000
2012,70100,700004,1200,411100,Retribuciones del personal fijo,727258
2012,70100,700004,1210,411100,Retribuciones del personal contratado para cubrir plazas reservadas,39033
2012,70100,700004,1211,411100,Retribuciones del personal contratado para cubrir vacantes,277598
2012,70170,700004,2203,411100,Material informático,38140
2012,70170,700004,2273,411100,Servicios informáticos,1580000
2012,70170,700004,6060,411100,Equipos informáticos,60000
2012,70170,700004,6090,411102,Proyectos de seguridad de la información,50000
2012,70170,700004,6090,421100,Proyectos de modernización,400000
2012,71200,710000,1200,412100,Retribuciones del personal fijo,80644
2012,71200,710000,1210,412100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,71200,710000,1211,412100,Retribuciones del personal contratado para cubrir vacantes,22266
